NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_001107875.1	NP_001107875.1; NP_001350435.1	263; 263	Pfam	; 	; 	; 	; 	; 
NP_001121140.1	NP_001121140.1; XP_006724009.1	129; 150	Pfam	PF02060; PF02060	Slow voltage-gated potassium channel; Slow voltage-gated potassium channel	6.7E-67; 1.0E-65	IPR000369; IPR000369	Potassium channel, voltage-dependent, beta subunit, KCNE; Potassium channel, voltage-dependent, beta subunit, KCNE
NP_001122307.2	NP_001122307.2; NP_001342133.1	174; 140	Pfam	PF04628; PF04628	Sedlin, N-terminal conserved region; Sedlin, N-terminal conserved region	1.6E-49; 7.4E-50	IPR006722; IPR006722	Trafficking protein particle complex subunit 2; Trafficking protein particle complex subunit 2
NP_001123992.1	NP_001123992.1; NP_001189385.1	629; 651	Pfam	PF13912, PF01352, PF00096; PF01352, PF00096	C2H2-type zinc finger, KRAB box, Zinc finger, C2H2 type; KRAB box, Zinc finger, C2H2 type	0.11, 2.2E-23, 2.5E-6; 1.5E-21, 6.9E-7	-, IPR001909, IPR013087; IPR001909, IPR013087	-, Krueppel-associated box, Zinc finger C2H2-type; Krueppel-associated box, Zinc finger C2H2-type
NP_001124321.1	NP_001124321.1; XP_016876274.1	341; 337	Pfam	PF08569; PF08569	Mo25-like; Mo25-like	6.1E-146; 7.0E-142	IPR013878; IPR013878	Mo25-like; Mo25-like
NP_001129958.1	NP_001129958.1; NP_001157869.1; NP_001193560.1	449; 449; 450	Pfam	PF00622, PF00097; PF00097, PF00622; PF00622	SPRY domain, Zinc finger, C3HC4 type (RING finger); Zinc finger, C3HC4 type (RING finger), SPRY domain; SPRY domain	7.6E-10, 6.7E-5; 6.7E-5, 1.5E-10; 7.3E-12	IPR003877, IPR018957; IPR018957, IPR003877; IPR003877	SPRY domain, Zinc finger, C3HC4 RING-type; Zinc finger, C3HC4 RING-type, SPRY domain; SPRY domain
NP_001131020.1	NP_001139629.1; NP_001131021.1; NP_001131020.1	89; 89; 89	Pfam	PF15825; PF15825; PF15825	FAM25 family; FAM25 family; FAM25 family	1.5E-34; 1.5E-34; 1.5E-34	IPR023243; IPR023243; IPR023243	FAM25; FAM25; FAM25
NP_001131026.1	NP_001131026.1; NP_001384425.1	182; 181	Pfam	PF17832, PF01472; PF01472, PF17832	Pre-PUA-like domain, PUA domain; PUA domain, Pre-PUA-like domain	2.2E-25, 6.3E-21; 4.7E-20, 1.4E-23	IPR041366, IPR002478; IPR002478, IPR041366	Pre-PUA domain, PUA domain; PUA domain, Pre-PUA domain
NP_001132938.1	NP_001132938.1; XP_016885575.1	577; 577	Pfam	PF00400, PF08513; PF08513, PF00400	WD domain, G-beta repeat, LisH; LisH, WD domain, G-beta repeat	3.1E-10, 4.3E-9; 4.3E-9, 3.8E-9	IPR001680, IPR006594; IPR006594, IPR001680	WD40 repeat, LIS1 homology motif; LIS1 homology motif, WD40 repeat
NP_001137381.1	NP_001137381.1; NP_001305855.1	228; 246	Pfam	PF00834; PF00834	Ribulose-phosphate 3 epimerase family; Ribulose-phosphate 3 epimerase family	4.5E-63; 3.8E-33	IPR000056; IPR000056	Ribulose-phosphate 3-epimerase-like; Ribulose-phosphate 3-epimerase-like
NP_001137459.1	NP_001137459.1; XP_011539065.1	667; 667	Pfam	PF06758; PF06758	Olduvai domain; Olduvai domain	9.0E-30; 9.0E-30	IPR010630; IPR010630	Olduvai domain; Olduvai domain
NP_001137536.1	NP_001137536.1; NP_001231821.1	108; 108	Pfam	; 	; 	; 	; 	; 
NP_001138403.1	NP_001138403.1; NP_001368781.1; XP_011528118.1	123; 166; 166	Pfam	PF01187; PF01187; PF01187	Macrophage migration inhibitory factor (MIF); Macrophage migration inhibitory factor (MIF); Macrophage migration inhibitory factor (MIF)	3.9E-38; 1.3E-41; 1.3E-41	IPR001398; IPR001398; IPR001398	Macrophage migration inhibitory factor; Macrophage migration inhibitory factor; Macrophage migration inhibitory factor
NP_001138476.2	NP_001138476.2; XP_016878267.1; XP_016877574.1	724; 674; 691	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_001138611.1	NP_001138611.1; NP_001138612.1	514; 514	Pfam	PF15483; PF15483	Domain of unknown function (DUF4641); Domain of unknown function (DUF4641)	2.3E-183; 2.3E-183	IPR027822; IPR027822	Protein of unknown function DUF4641; Protein of unknown function DUF4641
NP_001138632.1	NP_001138632.1; NP_001351608.1; XP_016870576.1	284; 285; 303	Pfam	PF00261; PF00261; PF00261	Tropomyosin; Tropomyosin; Tropomyosin	1.7E-92; 9.7E-93; 2.9E-58	IPR000533; IPR000533; IPR000533	Tropomyosin; Tropomyosin; Tropomyosin
NP_001138780.1	NP_001138780.1; NP_001380429.1	291; 258	Pfam	PF01596; PF01596	O-methyltransferase; O-methyltransferase	1.1E-14; 8.2E-15	IPR002935; IPR002935	Class I-like SAM-dependent O-methyltransferase; Class I-like SAM-dependent O-methyltransferase
NP_001139190.1	NP_001139190.1; XP_016885264.1; XP_011529682.1; XP_011529685.1; XP_011529684.1; XP_011529683.1; XP_016884679.1; XP_011529690.1; XP_011529689.1; XP_011529688.1; XP_011529687.1; XP_011529686.1; XP_011529621.1	299; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303; 303	Pfam	PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623; PF15623	Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47; Cancer/testis gene family 47	1.1E-120; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108; 5.8E-108	IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930; IPR028930	Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47; Cancer/testis antigen 47
NP_001139682.2	NP_001139682.2; NP_001293070.1; XP_011514004.1; XP_011514539.1; NP_001369644.1; XP_016867504.1; NP_001381882.1; NP_001381872.1; XP_024302398.1; NP_001338280.1; NP_001369433.1; NP_001369483.1; NP_001369454.1; NP_001369476.1; NP_001369423.1; NP_001369492.1; NP_001369484.1	402; 402; 403; 403; 402; 376; 352; 352; 314; 265; 265; 265; 265; 265; 265; 265; 265	Pfam	PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357; PF11357	Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein; Cell cycle regulatory protein	9.7E-43; 8.7E-44; 2.0E-42; 2.0E-42; 8.7E-44; 5.2E-45; 4.6E-43; 7.1E-44; 4.1E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 2.5E-40; 1.6E-40	IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984; IPR020984	Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy; Cell cycle regulatory protein Speedy
NP_001152996.1	NP_001152996.1; XP_016867286.1; NP_001382941.1	412; 411; 384	Pfam	PF01352, PF00096; PF00096, PF01352; PF00096, PF01352	KRAB box, Zinc finger, C2H2 type; Zinc finger, C2H2 type, KRAB box; Zinc finger, C2H2 type, KRAB box	3.0E-22, 2.6E-5; 1.4E-5, 5.3E-24; 9.4E-6, 2.4E-23	IPR001909, IPR013087; IPR013087, IPR001909; IPR013087, IPR001909	Krueppel-associated box, Zinc finger C2H2-type; Zinc finger C2H2-type, Krueppel-associated box; Zinc finger C2H2-type, Krueppel-associated box
NP_001157919.1	NP_001157919.1; NP_001384316.1; NP_001157922.1; NP_001384325.1; NP_001384320.1; NP_001157923.1; NP_001157920.1; NP_001157921.1; NP_001384309.1; NP_001157924.1; NP_001384311.1; NP_001345347.1; XP_006719160.1	464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 464; 483	Pfam	PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288; PF15288	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle	7.2E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 5.0E-21; 1.5E-20; 1.7E-17	IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670; IPR041670	Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle; Zinc knuckle
NP_001158230.1	NP_001158230.1; NP_001356319.1	381; 381	Pfam	PF02197, PF00027; PF02197, PF00027	Regulatory subunit of type II PKA R-subunit, Cyclic nucleotide-binding domain; Regulatory subunit of type II PKA R-subunit, Cyclic nucleotide-binding domain	8.5E-14, 3.7E-20; 9.5E-16, 2.7E-20	IPR003117, IPR000595; IPR003117, IPR000595	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain, Cyclic nucleotide-binding domain; cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain, Cyclic nucleotide-binding domain
NP_001159403.1	NP_001159403.1; NP_001165948.1	449; 423	Pfam	PF00268; PF00268	Ribonucleotide reductase, small chain; Ribonucleotide reductase, small chain	1.4E-118; 1.1E-116	IPR000358; IPR000358	Ribonucleotide reductase small subunit family; Ribonucleotide reductase small subunit family
NP_001159592.1	NP_001159592.1; NP_001315544.1	372; 373	Pfam	PF01073; PF01073	3-beta hydroxysteroid dehydrogenase/isomerase family; 3-beta hydroxysteroid dehydrogenase/isomerase family	9.4E-114; 2.3E-118	IPR002225; IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase; 3-beta hydroxysteroid dehydrogenase/isomerase
NP_001165759.2	NP_001381597.1; XP_005262482.2; NP_001165759.2; NP_001357077.1; XP_005278198.1; NP_001308200.1; XP_006724862.1; XP_006724846.1; NP_001372148.1	189; 189; 189; 189; 189; 189; 189; 189; 189	Pfam	PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300; PF15300	INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus; INTS6/SAGE1/DDX26B/CT45 C-terminus	1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 1.7E-24; 4.0E-25; 4.0E-25; 4.0E-25; 3.6E-27	IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307; IPR029307	INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal; INTS6/SAGE1/DDX26B/CT45, C-terminal
NP_001186016.1	NP_001186016.1; NP_001186032.1	627; 650	Pfam	PF06189; PF00106, PF06189	5'-nucleotidase; short chain dehydrogenase, 5'-nucleotidase	3.2E-94; 8.8E-17, 3.0E-53	IPR010394; IPR002347, IPR010394	5-nucleotidase; Short-chain dehydrogenase/reductase SDR, 5-nucleotidase
NP_001186284.1	NP_001186284.1; NP_001356484.1	228; 189	Pfam	PF00237; PF00237	Ribosomal protein L22p/L17e; Ribosomal protein L22p/L17e	5.2E-44; 3.0E-44	IPR001063; IPR001063	Ribosomal protein L22/L17; Ribosomal protein L22/L17
NP_001186398.1	NP_001186398.1; NP_001191819.1	307; 331	Pfam	PF06246; PF06246	Isy1-like splicing family; Isy1-like splicing family	2.0E-94; 4.2E-95	IPR009360; IPR009360	Pre-mRNA-splicing factor Isy1; Pre-mRNA-splicing factor Isy1
NP_001229291.1	NP_001258990.1; NP_001229291.1	757; 757	Pfam	PF01454; PF01454	MAGE family; MAGE family	3.2E-14; 3.2E-14	IPR002190; IPR002190	MAGE homology domain; MAGE homology domain
NP_001230890.1	NP_001230890.1; XP_005249108.1	269; 275	Pfam	PF00969, PF07654; PF07654, PF00969	Class II histocompatibility antigen, beta domain, Immunoglobulin C1-set domain; Immunoglobulin C1-set domain, Class II histocompatibility antigen, beta domain	4.7E-36, 6.2E-28; 1.4E-27, 2.7E-33	IPR000353, IPR003597; IPR003597, IPR000353	MHC class II, beta chain, N-terminal, Immunoglobulin C1-set; Immunoglobulin C1-set, MHC class II, beta chain, N-terminal
NP_001244322.1	NP_001244322.1; XP_011515885.1	170; 173	Pfam	PF00179; PF00179	Ubiquitin-conjugating enzyme; Ubiquitin-conjugating enzyme	4.8E-18; 7.6E-18	IPR000608; IPR000608	Ubiquitin-conjugating enzyme E2; Ubiquitin-conjugating enzyme E2
NP_001245214.1	NP_001245214.1; NP_001372904.1	309; 309	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	5.6E-49; 4.7E-47	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001247421.1	NP_001247421.1; XP_011529261.1	604; 610	Pfam	PF09379, PF00769, PF09380, PF00373; PF00373, PF00769, PF09380, PF09379	FERM N-terminal domain, Ezrin/radixin/moesin family, FERM C-terminal PH-like domain, FERM central domain; FERM central domain, Ezrin/radixin/moesin family, FERM C-terminal PH-like domain, FERM N-terminal domain	2.0E-18, 8.9E-79, 1.2E-27, 5.4E-25; 3.5E-23, 1.0E-72, 3.3E-27, 4.9E-18	IPR018979, IPR011259, IPR018980, IPR019748; IPR019748, IPR011259, IPR018980, IPR018979	FERM, N-terminal, Ezrin/radixin/moesin, C-terminal, FERM, C-terminal PH-like domain, FERM central domain; FERM central domain, Ezrin/radixin/moesin, C-terminal, FERM, C-terminal PH-like domain, FERM, N-terminal
NP_001254465.2	NP_001254465.2; NP_001309329.1	574; 536	Pfam	PF15070; PF15070	Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5	1.3E-17; 2.3E-17	IPR043976; IPR043976	Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain
NP_001264237.1	NP_001264237.1; NP_001269423.1; NP_001342405.1; NP_001269413.1; XP_005268341.1; NP_001269419.1; NP_001269401.1; NP_001342398.1; NP_001269422.1; NP_001382302.1; XP_024305672.1; XP_024305576.1	632; 632; 632; 631; 678; 632; 632; 631; 630; 638; 669; 669	Pfam	PF15070, PF19046; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070; PF15070, PF19046; PF15070, PF19046; PF19046, PF15070; PF19046, PF15070; PF19046, PF15070	Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; Putative golgin subfamily A member 2-like protein 5, GM130 C-terminal binding motif; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5; GM130 C-terminal binding motif, Putative golgin subfamily A member 2-like protein 5	9.3E-26, 1.3E-18; 9.3E-26, 1.3E-18; 2.1E-25, 1.3E-18; 1.3E-18, 1.5E-22; 6.2E-28, 1.4E-19; 1.2E-26, 6.7E-17; 6.5E-18, 8.3E-28; 4.1E-28, 6.5E-18; 1.1E-27, 1.2E-17; 3.5E-19, 1.9E-26; 6.2E-22, 3.8E-26; 6.2E-22, 3.8E-26	IPR043976, IPR043937; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976; IPR043976, IPR043937; IPR043976, IPR043937; IPR043937, IPR043976; IPR043937, IPR043976; IPR043937, IPR043976	Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A, conserved domain, Golgin subfamily A member 2, C-terminal binding motif; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain; Golgin subfamily A member 2, C-terminal binding motif, Golgin subfamily A, conserved domain
NP_001264352.1	NP_001264352.1; NP_001355087.1	407; 407	Pfam	PF05794; PF05794	T-complex protein 11; T-complex protein 11	1.5E-103; 2.0E-103	IPR008862; IPR008862	T-complex 11; T-complex 11
NP_001264992.1	NP_001264992.1; NP_001352844.1	1015; 965	Pfam	PF08782, PF02437; PF08782, PF02437	c-SKI Smad4 binding domain, SKI/SNO/DAC family; c-SKI Smad4 binding domain, SKI/SNO/DAC family	1.4E-31, 6.1E-40; 2.2E-30, 7.7E-40	IPR014890, IPR003380; IPR014890, IPR003380	c-SKI SMAD4-binding domain, SKI/SNO/DAC domain; c-SKI SMAD4-binding domain, SKI/SNO/DAC domain
NP_001265070.1	NP_001265070.1; NP_001382566.1	1457; 1448	Pfam	PF06758; PF00008, PF06758, PF07645	Olduvai domain; EGF-like domain, Olduvai domain, Calcium-binding EGF domain	2.6E-26; 8.9E-8, 1.6E-25, 1.7E-8	IPR010630; IPR000742, IPR010630, IPR001881	Olduvai domain; EGF-like domain, Olduvai domain, EGF-like calcium-binding domain
NP_001265106.1	NP_001265106.1; NP_001291962.1	832; 785	Pfam	PF01352, PF00096; PF01352, PF00096	KRAB box, Zinc finger, C2H2 type; KRAB box, Zinc finger, C2H2 type	1.3E-25, 3.8E-6; 1.2E-25, 2.6E-6	IPR001909, IPR013087; IPR001909, IPR013087	Krueppel-associated box, Zinc finger C2H2-type; Krueppel-associated box, Zinc finger C2H2-type
NP_001269407.1	NP_001269407.1; NP_001269408.1	279; 279	Pfam	PF10630; PF10630	Protein of unknown function (DUF2476); Protein of unknown function (DUF2476)	2.1E-15; 2.1E-15	IPR018903; IPR018903	Proline-rich protein 23; Proline-rich protein 23
NP_001269466.1	NP_001269466.1; NP_001351640.1	251; 251	Pfam	; 	; 	; 	; 	; 
NP_001269800.1	NP_001269800.1; XP_011540191.2	493; 452	Pfam	PF00909; PF00909	Ammonium Transporter Family; Ammonium Transporter Family	1.3E-54; 2.3E-58	IPR024041; IPR024041	Ammonium transporter AmtB-like domain; Ammonium transporter AmtB-like domain
NP_001274666.2	NP_001274666.2; XP_016870502.1	292; 309	Pfam	PF00956; PF00956	Nucleosome assembly protein (NAP); Nucleosome assembly protein (NAP)	2.1E-27; 3.2E-33	IPR002164; IPR002164	Nucleosome assembly protein (NAP); Nucleosome assembly protein (NAP)
NP_001275762.1	NP_001275762.1; XP_011544558.1	569; 569	Pfam	PF01019; PF01019	Gamma-glutamyltranspeptidase; Gamma-glutamyltranspeptidase	3.2E-186; 2.5E-170	-; -	-; -
NP_001277145.1	NP_001277145.1; XP_005257609.1	455; 478	Pfam	PF00105, PF00104; PF00104, PF00105	Zinc finger, C4 type (two domains), Ligand-binding domain of nuclear hormone receptor; Ligand-binding domain of nuclear hormone receptor, Zinc finger, C4 type (two domains)	1.8E-32, 8.5E-23; 4.9E-22, 1.4E-32	IPR001628, IPR000536; IPR000536, IPR001628	Zinc finger, nuclear hormone receptor-type, Nuclear hormone receptor, ligand-binding domain; Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type
NP_001278651.1	NP_001278651.1; NP_001311048.1	1278; 1287	Pfam	PF07159, PF05994; PF05994, PF07159	Protein of unknown function (DUF1394), Cytoplasmic Fragile-X interacting family; Cytoplasmic Fragile-X interacting family, Protein of unknown function (DUF1394)	2.3E-8, 0.0; 0.0, 2.7E-7	IPR009828, IPR008081; IPR008081, IPR009828	CYRIA/CYRIB, Rac1 binding domain, Cytoplasmic FMR1-interacting; Cytoplasmic FMR1-interacting, CYRIA/CYRIB, Rac1 binding domain
NP_001289194.1	NP_001289194.1; XP_011533042.1; XP_011533043.1	101; 101; 101	Pfam	PF00323, PF00879; PF00323, PF00879; PF00323, PF00879	Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide; Mammalian defensin, Defensin propeptide	5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21; 5.4E-11, 5.5E-21	IPR006081, IPR002366; IPR006081, IPR002366; IPR006081, IPR002366	Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide; Alpha-defensin, Defensin propeptide
NP_001289300.1	NP_001289300.1; NP_001338294.1	3795; 3843	Pfam	PF06758; PF06758	Olduvai domain; Olduvai domain	1.6E-26; 2.7E-25	IPR010630; IPR010630	Olduvai domain; Olduvai domain
NP_001290356.1	NP_001290356.1; NP_001290357.1	507; 478	Pfam	PF16454, PF00017; PF16454, PF00017	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain, SH2 domain; Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain, SH2 domain	9.7E-66, 2.1E-20; 8.6E-66, 1.9E-20	IPR032498, IPR000980; IPR032498, IPR000980	PI3K regulatory subunit p85-related , inter-SH2 domain, SH2 domain; PI3K regulatory subunit p85-related , inter-SH2 domain, SH2 domain
NP_001291217.1	NP_001291217.1; NP_001342212.1	300; 295	Pfam	PF16122, PF00318; PF16122, PF00318	40S ribosomal protein SA C-terminus, Ribosomal protein S2; 40S ribosomal protein SA C-terminus, Ribosomal protein S2	3.5E-25, 1.4E-11; 2.7E-25, 4.1E-11	IPR032281, IPR001865; IPR032281, IPR001865	40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2; 40S ribosomal protein SA, C-terminal domain, Ribosomal protein S2
NP_001300825.1	NP_001300825.1; XP_011540792.1	783; 804	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	2.8E-66; 2.9E-66	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_001307439.1	NP_001307439.1; XP_016877908.1	346; 304	Pfam	PF01467, PF03942; PF03942	Cytidylyltransferase-like, DTW domain; DTW domain	3.3E-23, 1.6E-11; 4.9E-47	IPR004821, IPR005636; IPR005636	Cytidyltransferase-like domain, DTW; DTW
NP_001308112.1	XP_016884946.1; NP_001308112.1	213; 213	Pfam	PF15549; PF15549	PGC7/Stella/Dppa3 domain; PGC7/Stella/Dppa3 domain	3.5E-75; 3.5E-75	IPR029096; IPR029096	Developmental pluripotency-associated protein 3; Developmental pluripotency-associated protein 3
NP_001308500.1	NP_001308500.1; NP_001350918.1	533; 489	Pfam	PF08332, PF00069; PF00069, PF08332	Calcium/calmodulin dependent protein kinase II association domain, Protein kinase domain; Protein kinase domain, Calcium/calmodulin dependent protein kinase II association domain	4.5E-60, 1.4E-75; 4.6E-75, 6.3E-65	IPR013543, IPR000719; IPR000719, IPR013543	Calcium/calmodulin-dependent protein kinase II, association-domain, Protein kinase domain; Protein kinase domain, Calcium/calmodulin-dependent protein kinase II, association-domain
NP_001308856.1	NP_001308856.1; XP_011519496.1	448; 448	Pfam	PF02807, PF00217; PF02807, PF00217	ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain; ATP:guanido phosphotransferase, N-terminal domain, ATP:guanido phosphotransferase, C-terminal catalytic domain	2.4E-29, 5.2E-82; 2.4E-29, 5.2E-82	IPR022413, IPR022414; IPR022413, IPR022414	ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain; ATP:guanido phosphotransferase, N-terminal, ATP:guanido phosphotransferase, catalytic domain
NP_001309001.1	NP_001309001.1; NP_001345342.1	496; 496	Pfam	PF02023, PF12874, PF00096; PF02023, PF12874, PF00096	SCAN domain, Zinc-finger of C2H2 type, Zinc finger, C2H2 type; SCAN domain, Zinc-finger of C2H2 type, Zinc finger, C2H2 type	2.2E-25, 0.025, 2.5E-5; 9.7E-26, 0.023, 6.0E-6	IPR003309, -, IPR013087; IPR003309, -, IPR013087	SCAN domain, -, Zinc finger C2H2-type; SCAN domain, -, Zinc finger C2H2-type
NP_001310008.1	NP_001310008.1; NP_001338043.1	333; 333	Pfam	PF00447; PF00447	HSF-type DNA-binding; HSF-type DNA-binding	1.2E-23; 2.7E-24	IPR000232; IPR000232	Heat shock factor (HSF)-type, DNA-binding; Heat shock factor (HSF)-type, DNA-binding
NP_001310258.1	NP_001310258.1; NP_001351537.1	427; 424	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.9E-63; 7.9E-64	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
