NP_000076.2	NP_000076.2; NP_004061.3	687; 687	Pfam	PF00571, PF00654; PF00654, PF00571	CBS domain, Voltage gated chloride channel; Voltage gated chloride channel, CBS domain	2.1E-5, 2.6E-73; 1.4E-74, 9.1E-5	IPR000644, IPR001807; IPR001807, IPR000644	CBS domain, Chloride channel, voltage gated; Chloride channel, voltage gated, CBS domain
NP_114430.2	NP_114430.2; XP_016859439.1; XP_016856607.1	193; 193; 193	Pfam	PF13833, PF13499; PF13499, PF13833; PF13499, PF13833	EF-hand domain pair, EF-hand domain pair; EF-hand domain pair, EF-hand domain pair; EF-hand domain pair, EF-hand domain pair	1.9E-7, 7.6E-18; 1.9E-17, 4.6E-9; 6.5E-18, 1.0E-6	IPR002048, IPR002048; IPR002048, IPR002048; IPR002048, IPR002048	EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain; EF-hand domain, EF-hand domain
NP_115520.2	NP_115520.2; NP_001071105.1	254; 254	Pfam	PF00071; PF00071	Ras family; Ras family	4.6E-49; 1.8E-49	IPR001806; IPR001806	Small GTPase; Small GTPase
NP_115634.3	NP_115634.3; NP_001116863.3; NP_001278395.1	549; 549; 549	Pfam	PF00566; PF00566; PF00566	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain	2.1E-37; 2.4E-37; 2.2E-37	IPR000195; IPR000195; IPR000195	Rab-GTPase-TBC domain; Rab-GTPase-TBC domain; Rab-GTPase-TBC domain
NP_115887.1	NP_115887.1; NP_001093155.1	288; 288	Pfam	PF00046; PF00046	Homeodomain; Homeodomain	1.7E-16; 3.5E-16	IPR001356; IPR001356	Homeobox domain; Homeobox domain
NP_115934.1	NP_115934.1; NP_001072998.1	223; 223	Pfam	PF09443; PF09443	Cripto_Frl-1_Cryptic (CFC); Cripto_Frl-1_Cryptic (CFC)	6.5E-15; 6.5E-15	IPR019011; IPR019011	Cryptic/Cripto, CFC domain; Cryptic/Cripto, CFC domain
NP_115952.1	NP_115952.1; NP_848522.1	92; 92	Pfam	PF14672; PF14672	Late cornified envelope; Late cornified envelope	1.9E-29; 1.1E-29	IPR028205; IPR028205	Late cornified envelope protein; Late cornified envelope protein
NP_116223.3	NP_116223.3; NP_001013642.2	473; 473	Pfam	PF04922; PF04922	DIE2/ALG10 family; DIE2/ALG10 family	1.9E-130; 5.2E-130	IPR016900; IPR016900	Alpha-2-glucosyltransferase Alg10; Alpha-2-glucosyltransferase Alg10
NP_116581.3	NP_116581.3; NP_001091084.2	115; 115	Pfam	PF13656; PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain; RNA polymerase Rpb3/Rpb11 dimerisation domain	3.3E-29; 3.3E-29	IPR009025; IPR009025	DNA-directed RNA polymerase, RBP11-like dimerisation domain; DNA-directed RNA polymerase, RBP11-like dimerisation domain
NP_149042.2	NP_149042.2; XP_016885265.1	192; 192	Pfam	PF15791; PF15791	Doublesex-and mab-3-related transcription factor C1 and C2; Doublesex-and mab-3-related transcription factor C1 and C2	1.6E-59; 1.6E-59	IPR031577; IPR031577	Doublesex- and mab-3-related transcription factor C1/C2, C-terminal; Doublesex- and mab-3-related transcription factor C1/C2, C-terminal
NP_149048.2	NP_149048.2; NP_001309386.1	195; 195	Pfam	PF13885; PF13885	Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein	1.2E-11; 1.2E-7	IPR002494; IPR002494	Keratin-associated protein; Keratin-associated protein
NP_149099.2	NP_714927.1; NP_149099.2	401; 401	Pfam	PF00447; PF00447	HSF-type DNA-binding; HSF-type DNA-binding	3.0E-22; 3.0E-22	IPR000232; IPR000232	Heat shock factor (HSF)-type, DNA-binding; Heat shock factor (HSF)-type, DNA-binding
NP_149440.1	NP_149440.1; NP_001158724.1; XP_016885729.1; NP_001116859.1	128; 128; 128; 128	Pfam	PF13885, PF01500; PF13885, PF01500; PF13885, PF01500; PF13885, PF01500	Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein; Keratin, high sulfur B2 protein, Keratin, high sulfur B2 protein	0.062, 4.6E-10; 0.062, 4.6E-10; 0.065, 3.1E-10; 0.065, 3.1E-10	IPR002494, IPR002494; IPR002494, IPR002494; IPR002494, IPR002494; IPR002494, IPR002494	Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein; Keratin-associated protein, Keratin-associated protein
NP_219480.1	NP_219480.1; NP_001029344.4	297; 297	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	1.2E-10; 1.1E-10	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_387504.2	NP_387504.2; NP_001188309.2	1288; 1288	Pfam	PF02210, PF00754; PF02210, PF00754	Laminin G domain, F5/8 type C domain; Laminin G domain, F5/8 type C domain	1.5E-22, 3.9E-27; 1.5E-22, 3.9E-27	IPR001791, IPR000421; IPR001791, IPR000421	Laminin G domain, Coagulation factor 5/8 C-terminal domain; Laminin G domain, Coagulation factor 5/8 C-terminal domain
NP_473369.1	NP_473369.1; NP_689675.1; NP_001269229.1; NP_001096084.1	338; 338; 338; 338	Pfam	; PF00892; ; 	; EamA-like transporter family; ; 	; 2.9E-6; ; 	; IPR000620; ; 	; EamA domain; ; 
NP_478108.2	NP_478108.2; NP_001382413.1	133; 133	Pfam	PF05324, PF00711; PF05324	Sperm antigen HE2, Beta defensin; Sperm antigen HE2	1.2E-35, 5.3E-6; 1.2E-35	IPR007988, IPR001855; IPR007988	Sperm-associated antigen 11, Beta defensin type; Sperm-associated antigen 11
NP_525128.2	NP_525128.2; NP_001035792.1	72; 72	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	1.1E-8; 1.1E-8	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_542451.1	NP_542451.1; NP_001017991.1; NP_001017990.1	115; 115; 115	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_542784.1	NP_542784.1; NP_001243506.2	214; 216	Pfam	PF00252; PF00252	Ribosomal protein L16p/L10e; Ribosomal protein L16p/L10e	3.7E-37; 5.8E-17	IPR016180; IPR016180	Ribosomal protein L10e/L16; Ribosomal protein L10e/L16
NP_543155.2	NP_543155.2; NP_001027004.1	277; 278	Pfam	PF00071, PF07525; PF00071, PF07525	Ras family, SOCS box; Ras family, SOCS box	3.2E-39, 2.3E-6; 2.2E-39, 1.3E-5	IPR001806, IPR001496; IPR001806, IPR001496	Small GTPase, SOCS box domain; Small GTPase, SOCS box domain
NP_569731.2	NP_569731.2; NP_001382779.1; NP_001308821.1	1133; 1133; 1138	Pfam	PF06409; PF06409; PF06409	Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP); Nuclear pore complex interacting protein (NPIP)	6.8E-49; 6.8E-49; 1.5E-48	-; -; -	-; -; -
NP_620155.1	NP_620155.1; XP_011509971.1	446; 456	Pfam	PF15227, PF00622; PF00622, PF15227	zinc finger of C3HC4-type, RING, SPRY domain; SPRY domain, zinc finger of C3HC4-type, RING	2.0E-8, 2.0E-7; 2.1E-7, 2.1E-8	-, IPR003877; IPR003877, -	-, SPRY domain; SPRY domain, -
NP_653215.2	NP_653215.2; NP_001129979.1; NP_001351603.1; NP_001157897.1; NP_001157891.1	208; 208; 204; 208; 208	Pfam	PF14048, PF16564; PF14048, PF16564; PF14048, PF16564; PF14048, PF16564; PF14048, PF16564	C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD; C-terminal domain of methyl-CpG binding protein 2 and 3, p55-binding region of Methyl-CpG-binding domain proteins MBD	7.5E-19, 2.8E-30; 1.6E-18, 2.8E-30; 7.1E-19, 2.6E-30; 7.5E-19, 2.8E-30; 1.6E-18, 2.8E-30	IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343; IPR025884, IPR032343	Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region; Methyl-CpG binding protein 2/3, C-terminal domain, Methyl-CpG-binding domain protein 2/3, p55-binding region
NP_663745.1	NP_663745.1; NP_001180218.1	199; 199	Pfam	PF18782; PF18782	Novel AID APOBEC clade 2; Novel AID APOBEC clade 2	6.9E-70; 6.9E-70	-; -	-; -
NP_689463.1	NP_689463.1; NP_001035793.1	78; 78	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	6.0E-8; 6.0E-8	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_689464.1	NP_689464.1; NP_001035794.1	65; 65	Pfam	PF13841; PF13841	Beta defensin; Beta defensin	4.4E-6; 4.4E-6	IPR025933; IPR025933	Beta-defensin; Beta-defensin
NP_689488.3	NP_689488.3; NP_689730.2	665; 665	Pfam	; 	; 	; 	; 	; 
NP_689492.3	NP_689492.3; NP_001275729.1	769; 769	Pfam	PF00096, PF01352; PF01352, PF00096	Zinc finger, C2H2 type, KRAB box; KRAB box, Zinc finger, C2H2 type	2.9E-7, 4.4E-23; 4.5E-24, 2.9E-7	IPR013087, IPR001909; IPR001909, IPR013087	Zinc finger C2H2-type, Krueppel-associated box; Krueppel-associated box, Zinc finger C2H2-type
NP_690002.2	NP_690002.2; XP_016884943.1	247; 248	Pfam	; 	; 	; 	; 	; 
NP_742150.1	NP_742150.1; NP_001333866.1	200; 200	Pfam	PF15177; PF15177	Interleukin-28A; Interleukin-28A	7.6E-74; 2.9E-76	IPR029177; IPR029177	Interferon lambda; Interferon lambda
NP_775490.2	NP_775490.2; NP_001307572.1	783; 783	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	8.0E-75; 8.0E-75	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
NP_778146.2	NP_778146.2; NP_001244291.1; NP_001382398.1; NP_997238.2	584; 584; 581; 581	Pfam	PF12796, PF14915; PF14915, PF12796; PF14915, PF12796; PF12796, PF14915	Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region; CCDC144C protein coiled-coil region, Ankyrin repeats (3 copies); CCDC144C protein coiled-coil region, Ankyrin repeats (3 copies); Ankyrin repeats (3 copies), CCDC144C protein coiled-coil region	4.3E-14, 2.5E-14; 4.9E-14, 4.3E-14; 1.2E-11, 3.3E-14; 3.3E-14, 1.2E-11	IPR020683, IPR039497; IPR039497, IPR020683; IPR039497, IPR020683; IPR020683, IPR039497	Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain; CCDC144C-like, coiled-coil domain, Ankyrin repeat-containing domain; CCDC144C-like, coiled-coil domain, Ankyrin repeat-containing domain; Ankyrin repeat-containing domain, CCDC144C-like, coiled-coil domain
NP_848126.1	NP_848126.1; NP_848128.1; NP_848130.1	118; 118; 118	Pfam	PF14672; PF14672; PF14672	Late cornified envelope; Late cornified envelope; Late cornified envelope	3.5E-14; 4.4E-14; 9.5E-16	IPR028205; IPR028205; IPR028205	Late cornified envelope protein; Late cornified envelope protein; Late cornified envelope protein
NP_848635.2	NP_848635.2; NP_001007538.1	333; 333	Pfam	PF01391, PF00386; PF01391, PF00386	Collagen triple helix repeat (20 copies), C1q domain; Collagen triple helix repeat (20 copies), C1q domain	2.4E-10, 9.2E-39; 2.9E-10, 5.3E-37	IPR008160, IPR001073; IPR008160, IPR001073	Collagen triple helix repeat, C1q domain; Collagen triple helix repeat, C1q domain
NP_848656.2	NP_848656.2; NP_001008747.1; NP_001265436.1; NP_940897.2; NP_001139131.1	777; 777; 777; 777; 777	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_853630.2	NP_853630.2; NP_853652.1	172; 175	Pfam	PF05287; PF05287	PMG protein; PMG protein	1.1E-65; 2.3E-66	IPR007951; IPR007951	Keratin-associated protein, PMG type; Keratin-associated protein, PMG type
NP_872394.2	NP_872394.2; XP_016860227.1; NP_001157935.1	1758; 1766; 1765	Pfam	PF13181, PF00638, PF16704, PF01465; PF00638, PF01465, PF16704; PF00638, PF16704, PF01465	Tetratricopeptide repeat, RanBP1 domain, Rab binding domain, GRIP domain; RanBP1 domain, GRIP domain, Rab binding domain; RanBP1 domain, Rab binding domain, GRIP domain	0.0028, 4.0E-54, 6.6E-36, 2.9E-15; 4.7E-53, 1.7E-13, 4.9E-36; 2.6E-53, 6.7E-38, 3.0E-17	IPR019734, IPR000156, IPR032023, IPR000237; IPR000156, IPR000237, IPR032023; IPR000156, IPR032023, IPR000237	Tetratricopeptide repeat, Ran binding domain, GCC2, Rab binding domain, GRIP domain; Ran binding domain, GRIP domain, GCC2, Rab binding domain; Ran binding domain, GCC2, Rab binding domain, GRIP domain
NP_872423.3	NP_872423.3; XP_016878412.1	577; 577	Pfam	PF13193, PF00501; PF00501, PF13193	AMP-binding enzyme C-terminal domain, AMP-binding enzyme; AMP-binding enzyme, AMP-binding enzyme C-terminal domain	3.2E-21, 3.7E-66; 4.1E-66, 8.1E-22	IPR025110, IPR000873; IPR000873, IPR025110	AMP-binding enzyme, C-terminal domain, AMP-dependent synthetase/ligase; AMP-dependent synthetase/ligase, AMP-binding enzyme, C-terminal domain
NP_937859.1	NP_937859.1; NP_001365182.1	240; 244	Pfam	PF01423; PF01423	LSM domain; LSM domain	5.7E-20; 5.7E-20	IPR001163; IPR001163	LSM domain, eukaryotic/archaea-type; LSM domain, eukaryotic/archaea-type
NP_940843.1	NP_001123879.1; NP_001123878.1; NP_001123877.1; NP_001123876.1; NP_940843.1	221; 221; 221; 221; 221	Pfam	PF15708; PF15708; PF15708; PF15708; PF15708	Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20	7.8E-99; 7.8E-99; 7.8E-99; 7.8E-99; 7.8E-99	IPR031439; IPR031439; IPR031439; IPR031439; IPR031439	Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20; Proline-rich protein family 20
NP_942150.1	NP_942150.1; NP_944606.2	250; 250	Pfam	PF13445, PF00643; PF13445, PF00643	RING-type zinc-finger, B-box zinc finger; RING-type zinc-finger, B-box zinc finger	2.2E-10, 1.2E-9; 2.2E-10, 1.2E-9	IPR027370, IPR000315; IPR027370, IPR000315	RING-type zinc-finger, LisH dimerisation motif, B-box-type zinc finger; RING-type zinc-finger, LisH dimerisation motif, B-box-type zinc finger
NP_950241.1	NP_001342336.1; NP_950241.1	181; 181	Pfam	PF00293; PF00293	NUDIX domain; NUDIX domain	3.9E-19; 3.9E-19	IPR000086; IPR000086	NUDIX hydrolase domain; NUDIX hydrolase domain
NP_954630.2	NP_954630.2; NP_001372595.1	122; 122	Pfam	PF00277; PF00277	Serum amyloid A protein; Serum amyloid A protein	9.2E-50; 5.4E-50	IPR000096; IPR000096	Serum amyloid A protein; Serum amyloid A protein
NP_958802.1	NP_958802.1; XP_006716319.1; XP_037772317.1	330; 330; 330	Pfam	PF10294, PF14904; PF14904, PF10294; PF14904, PF10294	Lysine methyltransferase, Family of unknown function; Family of unknown function, Lysine methyltransferase; Family of unknown function, Lysine methyltransferase	4.1E-18, 3.2E-42; 8.2E-41, 3.2E-18; 1.7E-39, 3.1E-18	IPR019410, IPR029426; IPR029426, IPR019410; IPR029426, IPR019410	Lysine methyltransferase, FAM86, N-terminal; FAM86, N-terminal, Lysine methyltransferase; FAM86, N-terminal, Lysine methyltransferase
NP_958804.2	NP_958804.2; NP_001243800.1; NP_001243803.1; NP_001243802.1; NP_001243801.1; NP_001243783.1; NP_001243792.1; NP_001243790.1; NP_001243788.1; NP_001243789.1; NP_001243782.1; NP_001243786.1; NP_001243781.1; NP_001243796.1; NP_001229261.1; NP_001229260.1; NP_001229259.1; NP_001229257.1; NP_001229255.1; NP_001229256.1; NP_001229258.1; NP_001243791.1; NP_001243784.1; NP_001243798.1	530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530; 530	Pfam	PF00443; PF00443; PF00443; PF00443; PF00443; PF00443, PF04774; PF04774, PF00443; PF00443, PF04774; PF04774, PF00443; PF04774, PF00443; PF04774, PF00443; PF04774, PF00443; PF00443; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443, PF04774; PF00443	Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Hyaluronan / mRNA binding family, Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Hyaluronan / mRNA binding family, Ubiquitin carboxyl-terminal hydrolase; Hyaluronan / mRNA binding family, Ubiquitin carboxyl-terminal hydrolase; Hyaluronan / mRNA binding family, Ubiquitin carboxyl-terminal hydrolase; Hyaluronan / mRNA binding family, Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase, Hyaluronan / mRNA binding family; Ubiquitin carboxyl-terminal hydrolase	5.3E-46; 2.9E-44; 4.1E-42; 9.2E-43; 1.5E-44; 1.7E-47, 5.8E-5; 5.8E-5, 1.2E-47; 1.6E-47, 5.8E-5; 5.2E-5, 1.7E-47; 5.8E-5, 1.7E-47; 5.8E-5, 6.5E-47; 5.2E-5, 1.3E-47; 1.0E-43; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 1.6E-47, 5.8E-5; 6.5E-47, 5.8E-5; 2.4E-47, 6.9E-5; 1.1E-36	IPR001394; IPR001394; IPR001394; IPR001394; IPR001394; IPR001394, IPR006861; IPR006861, IPR001394; IPR001394, IPR006861; IPR006861, IPR001394; IPR006861, IPR001394; IPR006861, IPR001394; IPR006861, IPR001394; IPR001394; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394, IPR006861; IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Hyaluronan/mRNA-binding protein, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Hyaluronan/mRNA-binding protein, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Hyaluronan/mRNA-binding protein, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Hyaluronan/mRNA-binding protein, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Hyaluronan/mRNA-binding protein, Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase, Hyaluronan/mRNA-binding protein; Peptidase C19, ubiquitin carboxyl-terminal hydrolase
NP_976051.1	NP_976051.1; NP_001335184.1	78; 78	Pfam	PF15118; PF15118	Domain of unknown function (DUF4560); Domain of unknown function (DUF4560)	8.3E-39; 8.3E-39	IPR029367; IPR029367	Small integral membrane protein 10; Small integral membrane protein 10
NP_995328.2	NP_001073369.1; NP_995328.2	159; 159	Pfam	PF00062; PF00062	C-type lysozyme/alpha-lactalbumin family; C-type lysozyme/alpha-lactalbumin family	1.8E-40; 1.8E-40	IPR001916; IPR001916	Glycoside hydrolase, family 22; Glycoside hydrolase, family 22
NP_996740.2	NP_996740.2; NP_001278433.1	205; 206	Pfam	PF04979; PF04979	Protein phosphatase inhibitor 2 (IPP-2); Protein phosphatase inhibitor 2 (IPP-2)	7.3E-37; 7.4E-40	IPR007062; IPR007062	Protein phosphatase inhibitor 2 (IPP-2); Protein phosphatase inhibitor 2 (IPP-2)
NP_997299.2	NP_997299.2; NP_001138669.1	917; 917	Pfam	PF15371, PF14650; PF15371, PF14650	Domain of unknown function (DUF4599), FAM75 family; Domain of unknown function (DUF4599), FAM75 family	1.7E-35, 3.8E-155; 1.7E-35, 1.3E-155	IPR027970, IPR039509; IPR027970, IPR039509	Domain of unknown function DUF4599, SPATA31/FAM205; Domain of unknown function DUF4599, SPATA31/FAM205
NP_001001802.2	NP_001005287.1; NP_001001802.2; XP_024308429.1	310; 310; 310	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	7.8E-60; 7.8E-60; 1.6E-60	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001001821.1	NP_001001821.1; NP_001005495.1	318; 318	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.2E-46; 1.3E-44	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001001827.1	NP_001001827.1; NP_001004136.1	323; 324	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	9.0E-43; 6.9E-43	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001001953.1	NP_001001953.1; NP_001004462.1; NP_001004463.1; NP_001004464.1	311; 311; 311; 311	Pfam	PF13853; PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor	1.5E-55; 1.7E-55; 3.7E-55; 5.2E-51	IPR000725; IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001001956.1	NP_001001956.1; NP_001004481.1; NP_001004482.1	318; 318; 318	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	5.7E-54; 1.8E-52; 4.3E-48	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001001963.1	NP_001001963.1; NP_001004687.1	312; 312	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-46; 1.1E-46	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001002758.1	XP_016885577.1; NP_001002758.1	147; 147	Pfam	; 	; 	; 	; 	; 
NP_001004060.1	NP_001004060.1; XP_005255375.1	1267; 1267	Pfam	PF13620, PF17802; PF13620, PF17802	Carboxypeptidase regulatory-like domain, Prealbumin-like fold domain; Carboxypeptidase regulatory-like domain, Prealbumin-like fold domain	3.8E-8, 2.1E-5; 3.8E-8, 2.1E-5	-, IPR041033; -, IPR041033	-, Prealbumin-like fold domain; -, Prealbumin-like fold domain
NP_001004453.2	NP_001004453.2; NP_001005235.1	311; 311	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	9.1E-52; 2.7E-50	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001004685.1	NP_001004685.1; XP_011514321.1	317; 317	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-50; 8.3E-54	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001004689.1	NP_001004689.1; NP_001004690.1; NP_001004691.1	312; 312; 312	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	4.9E-50; 6.9E-49; 5.8E-48	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001004692.1	NP_001004692.1; NP_001004695.1; NP_001005522.1	320; 320; 312	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	5.1E-52; 2.3E-53; 2.6E-53	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001004694.2	NP_001004694.2; NP_001004697.1; NP_001004696.2	315; 315; 320	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	1.7E-45; 1.3E-45; 1.1E-49	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001004719.2	NP_001004719.2; NP_001382225.1; NP_001005500.1	313; 313; 313	Pfam	PF13853; PF13853; PF13853	Olfactory receptor; Olfactory receptor; Olfactory receptor	8.5E-39; 1.5E-38; 1.3E-41	IPR000725; IPR000725; IPR000725	Olfactory receptor; Olfactory receptor; Olfactory receptor
NP_001004736.2	NP_001004736.2; NP_001004737.1	308; 316	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	2.7E-49; 2.2E-47	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001004738.1	NP_001004738.1; NP_001004739.1	311; 311	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	1.3E-47; 4.4E-43	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
NP_001004740.1	NP_001004740.1; NP_001004741.1	315; 315	Pfam	PF13853; PF13853	Olfactory receptor; Olfactory receptor	6.6E-50; 1.4E-51	IPR000725; IPR000725	Olfactory receptor; Olfactory receptor
